Airline,Reviews,Title
Emirates,"The day before I was scheduled to fly back to the states, I tested positive for covid. I called Emirates and they said I would be unable to fly back but that they could keep my ticket and place it on hold. When I went to change the date to fly back, they made me pay the fare difference. In this case, the cheapest fare difference I could get within a two week period was $400. How an airline can you charge you for getting covid is insane. I’m so disappointed and upset. Their customer service team on the phone was awful. I will never fly with Emirates again after this experience. I didn’t ask for covid, and got financial punished for it.",I’m so disappointed and upset
Emirates,"First Emirates flight ever. Food was served on a tray mis sized to the seat tray so difficult to keep in place. Food was hot but otherwise tasteless. Food for special orders is served 15 to 30 minutes before beverage cart comes by so only water on tray available to consumer. I paid extra for better seats but given the service and noise environment, it probably was a waste. Cabin is drafty, video headsets do not fit anyone, noise during my flights (esp. to SEA) was excessive. Airline does not address selected and/or comfortable seating for passengers with infants. Four infants on my flight were training talk show hosts as their lungs and screams lasted the entire 15 hour flight to SEA. The plane was full and staff gave little concern for passengers. On arrival in SEA the airline took forever (1.5 hours) to get luggage to customer even though I had a first class luggage tag on my one bag. Onward booking by airline had incorrect boarding info for ongoing flight and barely made the connection. Cannot imagine what others waited and how many missed connections. Yes, SEA is an airport to avoid for customs and general connection flights. But airline is responsible for getting luggage unloaded and Emirates failed customers but staff luggage was first off and first picked up. I will never fly Emirates ever. The problems were not a full plane or infants, the problem was the airline treating their customers like cattle and not taking action to address an unrestful environment.",the problem was the airline treating their customers like cattle
Emirates,"This was the worst experience that I've ever had with any company. My flight from NY to Dubai was delayed. After arriving late to Dubai for my connection flight to Male, I was informed by Emirates staff to go to luggage claims to get my luggage for my next emirates flight to Male. My luggage never came through after 40 mins. I informed an Emirates employee and they claimed that my luggage was already loaded onto my next flight. Upon going through customs, I missed my flight, so I was stuck in Dubai. I was forced to wait in 3 different long lines for a total of 5 hrs, just to be told that because I was a no show, I had to pay a $1200 fee. I informed the Emirates representative of what happened and they became rude and walked away. After 5 hrs I was able to speak to someone who understood situation and got me a next morning flight for my destination of Male. Upon receiving my new flight I was stranded in the airport for 17hrs before my 2:30am flight. On my original flight I paid for a extra legroom seat, but on the rescheduled flight I was forced to sit in a standard seat that really hurt my legs. After taking the grueling flight to Male, my luggage never came. I reported the incident to Male airport staff and they started an investigation for my luggage. I finally was able to take a transfer to maldives, but without any clothes or luggage. This entire situation ruined my vacation because this was over the weekend. So I'm at a resort with no change of clothes, and no toiletries. Emirates airlines turned my dream vacation into a nightmare. I will never fly with Emirates again with the rude, disrespectful employees.","rude, disrespectful employees"
Emirates,"Lost an item on the plane and the staff were very incompetent and nonchalant, did not go the extra mile which these airlines market themselves on. The supervisor was inept and repetitive throughout the process and the captain who was also present in the discussion came across as if he was in a military arbitration. All in all very dissatisfied and won’t be flying with them again.",won’t be flying with them again
Emirates,"My nine-month-old daughter and I had a trip with Emirates in February 2018, and for my daughter's convenience, I paid extra to go and sit in the front row seat, but during the flight, the flight attendant took my and my daughter's luggage and put it in the last cabin of the plane, which was very difficult for me. I was going and picking up the things my little daughter needed and I was very annoyed but they did not pay attention and when I got off the plane I was the last passenger to get off because I was waiting for them to take my luggage from the bottom of the plane and give it to me and my daughter. It was my last trip with this airline.",my last trip with this airline
Emirates,"We were eligible for Dubai connect service wherein we would be accommodated for the duration of our 9 hour transit in Dubai if we have a connecting Emirates flight. I was travelling for the first time with my newborn and with covid being stressful enough and all the paperwork required to travel, Emirates whipped up a whammy by not arranging for me transit visa even after I organised this a month in advance as directed by Emirates Dubai connect. Their incompetence gave me a hard time travelling with my baby who was very tired after a long flight and since we trusted Emirates notifications, we got to the airport desk to find out our visas were not organised and had to wait 2 hours in the airport for this. I could have easily paid for my visa weeks in advance and had a hassle free experience but even with repeated enquiries with Emirates customer service, I was told the visa was complimentary and not to worry about it. Truly horrifying experience and they never managed to compensate their messing up with anything. I had to pay for my airport hotel stay as we were not willing to wait two hours for just visa processing and then going out of the airport for their complimentary stay. Also, the fact that Dubai airport is so huge makes things more difficult with a baby to be walking a lot. All in all, very bad experience and would not recommend Emirates.",Truly horrifying experience
Emirates,"The crew in the plane were courteous and smiling. Not the same for their ground counterparts. It was during Covid and they served your needs according to your passport. I had a 13h layover in Dubai. They refused to let me use their lounge. Interestingly enough, my friend who was flying with an American passport was given accommodation within the airport. He had a 10h layover unlike me who had 13. The said crew would served you according to the passport you were flying with. Unbelievable humans. I’m never flying Emirates. They made me feel less than!",I’m never flying Emirates
Emirates,"I was flying Emirates out of Houston on 29th November 2021 and i had purchased extra luggage. When i got there i was told it was per piece not per KG and i had to pay more. i agreed and tried to give them cash, they refused and insisted that i must pay by credit card which i did not have, eventually an argument ensued and their assistant mgr came and instead of resolving the conflict, he told me not to board the flight and i left. I have been asking for my refund from Emirates and they said i did not meet their conditions of carriage because of an argument.  I was perplexed and i have been asking for my refund and they provided no proof whatsoever to back up their claims.  I am still asking for my money or a new ticket from Emirates. Customer Affairs asked me to contact their security which i did and the security said it had nothing to do with them. They were essentially giving me the run around instead of being professional. The agent asked me to go ahead and claim a refund for the unused sector which i did but was denied, i have sent her multiple mails and she does not respond to emails or calls. Emirates customer affairs are extremely unprofessional. Emirates is not a good airline and their service is sub-par at best.",customer affairs are extremely unprofessional
Emirates,"What a pity this well funded airline is so poorly managed. Food is very mediocre (chicken tikka masala with rice on both legs of my journey inbound and outbound!) and planes are tired. The food service comes on a night flight after 3 hours when people are asleep. Today I have been waiting for over 2.5 hours for luggage in Heathrow london. These glitches can happen but there is not a representative in sight. Customer service needs some retraining. Passenger in wheelchairs, kids all falling asleep on the halted conveyor belt, and still no help from Emirates.",Customer service needs some retraining
Emirates,"I have flown Emirates for 30 years and have found them always to a decent standard however this flight was a touch sub par, my seat 7B was broken and did not fully lie flat and given this was a night flight of 6 hours not a good start. The crew were very pleasant and attentive but one passenger was on a cellphone and largely reclined until take off and I had to ask crew to silence him, on landing he refused to wear a mask to cover fully his face and another passenger complained and I asked a steward to intervene. Otherwise an ok flight.",this flight was a touch sub par
Emirates,"EK020, 26/01, Evening flight, easy good check-in but soon became aware afternoon flight had been cancelled so they were amalgamating flights. A380 gate at MAN is always hard work but this was totally chaotic with ground staff failing to get a grip. We queued for 20 mins to board but found we were in the wrong queue, the one to get reallocated from the cancelled flight. This was because staff failed to tell anyone what was going on. 90 mins late we took off, full flight. It was ok but the number of babes in arms crying meant no sleep, food was the usual but due to being full it was slow. On arrival we were all herded without announcement for an additional no option PCR test which was also chaotic, although it was free. Return flight EK19 on 10/02 was better serviced, on time and food was better but yet again the crying babes meant no sleep whatsoever. Bottom line is the A380 gate at MAN is still not fit for purpose and because of the popularity of those with very young children we won't be rushing back.",A380 gate at MAN is still not fit for purpose
Emirates,"Flight EK073. Extremely pleasant experience. Super friendly staff, especially flight attendant name Kylarah and Lithuanian flight attendant.",Extremely pleasant experience
Emirates,"My family was flying from Male to Dubai and it was our worst flight ever. At the beginning everything was ok but when the plane took off they put AC on and it got extremely cold. As we and many other people on this plane were flying from hot country to hot country nobody was thinking to put on any warm clothes, the only one thing that was helping everyone were the blankets. I did inform the flight attendant twice but they didn’t do anything with that. Maybe there are some areas on the plane where it is not that cold but they didn’t offer us any help though we had a baby and baby was cold. We fly a lot and such situation has never ever happened to us. Crazy freezing flight. The company doesn’t care about the costumers. Service was not good as well. From now on will choose any other options not to get this experience again with the Emirates.",our worst flight ever
Emirates,"We had the most horrific experience with Emirates travelling from Spain to Sydney. Our flight was delayed by an hour from Barcelona. We let the crew know multiple times that we had a connection to catch. They told us not to worry, there'll be ground crew waiting for us once we land and will make sure we don't miss our connection. But #Emirates had already cancelled our next flight after an hr into our seven 7 hr flight, this was 6 hrs before landing. Once we landed there was no crew waiting so we ran to catch the connection until mid-way the #Emirates personnel appeared telling us about the cancellation. They're rude and ignorant to the fact that we were sleep deprived, tired and could not grasp why no effort was made to make up for the 1 hour delay or contact the ground crew. Also both my partner & I had picked up a cold virus (not Covid, got the negative PCR) and felt horrible. We were both feverish, barely managing to speak and the crew treated us poorly. First they gave us seats far away from each other twice. I couldn't understand how they could make the same mistake twice. Second they told us we can't get the exit row seat, we'd paid extra for. They told me, it wasn't their responsibility to refund the money and I should request if from Emirates.  I just requested that we wouldn't be seated near any small babies and they said fine. They kept telling us to collect our luggage, but with the condition my partner and I were in and the fact that my feet had already started swelling up, it was impossible. So we said no. Since no one was helping and it was 3 am, we thought to go and check in to our hotel & sleep. We were already at our limits but thought we make the best of it, go visit the Dubai Expo and all. But things just started getting worst. We were in nightmarish state until we got home. We had to walk for an hour to get to the shuttle that would take us to the hotel. The Emirates crew at the Airport entrance couldn't help us with Expo tickets, cause they didn't care. We had been given one meal voucher per person for 24 hours. And the hotel had no amenities. After multiple arguments, the meal problem was fixed, which wasn't that useful cause the quality of the food was so bad that all the passengers in the hotel were ordering deliveries. We'd to go and buy clothes, toothbrush, deodorant, etc for ourselves which was a waste of money. The hotel couldn't even be rated at 2 stars and there was always at least one person arguing and shouting with the staff and complaining. We survived the whole ordeal and got to the plane to find couple of things that we were assured were fine, were actually not. We ended being seated beside a baby that cried for 10 hours of our flight without exaggeration, there were empty seats at the end of the plane, they just didn't bother to check for us. I did ask for a change of seat at the gate and in flight and every time I was told there were no empty seats. We arrived at Syd airport in a chaotic situation to collect our luggage. They'd given the wrong belt, so everyone spent an hour at luggage collection.",the most horrific experience
Japan Airlines,"The crew were great on both flights, very kind and helpful. Lounge access was great too! The seats were not that comfortable, inflight entertainment system not great, neither was the food. Considering the approx. 50% premium I paid for Premium Economy over the economy fare, I am less than satisfied. On the way back, Japan Airlines mishandled one of my bags in Osaka (not a very busy international airport), and got it a day later.",“crew were great on both flights”
Japan Airlines,"I flew back to Tokyo Haneda out of London Heathrow in Business Class on New Year’s Day with JL 42. Unfortunately, it was not until 3 days before that I knew that I had been downgraded to Business from First because of plane change. My new plane was set to have no First Class. The services on board they offered me, however, reversed the unexpected. A chief purser assigned me a seat with next one empty. For dinner I opted for Japanese cuisine. After the first course was completed, I proposed that I should alter for Western cuisine. A flight attendant accepted it without hesitation and willingly served me a beef fillet steak as the main course, the sauce of which tasted a hint of Japanese soy sauce. I was only too happy to find my favorite Japanese sake on the beverage menu, Imanishi, brewed in Sakurai, Nara Prefecture. Also how lucky to discover a very palatable Bordeaux on board! I slept tight on a wide flatbed, which left nothing to be desired, until 2 hours prior to landing. Then I took some refreshments featuring cheese and fruits, naturally along with the Bordeaux. Japan Airlines helps passengers arrive in better shape.",happy to find my favorite Japanese sake
Japan Airlines,"Japan Airlines is no doubt best airline in the world and deserve a 6 star rating (as it is better than many of the 5 star airlines on Skytrax). The thing standing out is the service of the cabin attendants. They are always very polite, efficient and have a great attention to details (eg when they see bathroom on the other aisle is vacant, they will direct passengers to the empty bathroom). Seat pitch is wide, but the sky wider seat has poor padding. I would say Japan Airlines has built in a lot of service elements based on Asian preference - if you are not an Asian or are more comfortable sticking with the western style (say food or move options, or you are just a fan of alcohol), then you will be disappointed.",“a great attention to details”
Japan Airlines,"I was able to secure a Business Class ticket for a very good price and it was such a nice journey. Service is top notch which is expected from JAL and the seat was comfortable. My only drawback is the weight policy for the baggage which allows only 20 KG for checked baggage (even for J Class) and as a hardcore shopper, I ended up paying ¥6000 for extra weight. This is not always a good option for me and I would rather fly with ANA to take advantage of their piece policy which allows 2 pieces 23 KG each for economy.",paying ¥6000 for extra weight
Japan Airlines,"Great service, the crews were attentive and have been walking around throughout the whole flight to ensure that customers are comfortable and you can call them if you need anything. Good amount of legroom and wide selection of movies, some of which are pretty recent. The crews also keep going back and forth offering drinks and snacks which was cool. Though legroom is good but the width of the seat is a little too narrow. The taste of the food has many room for improvement. Quality of the entrainment screen can be improved as well.",crews were attentive
Japan Airlines,"All announcements were primarily in Japanese and the stewards barely spoke or understood English. They announced two main meal choices. By the time they got to me, only one was available, a curry-based meal. I couldn't bare the thought of eating something like that. There were no other choices and I politely refused.  Later, they came around with a pastry and choice of tea or other drinks. I asked for coffee and had to ask three times for my cup of coffee. And during our breakfast they chose not to retrieve my tray until all other passengers were cared for. Stewards kept passing by and looking at my empty tray, but wouldn't attempt to grab it. I would not recommend this airline.",had to ask three times for my cup of coffee
Japan Airlines,"A mediocre business class experience both to and from Tokyo. Sky suite III was tight, claustrophobic and uncomfortable. Only 1 meal service for a 10 hour flight, the rest is on demand. I ordered 'western option' for lunch which was beef cooked so rare I couldn't eat it. After 45 mins reheating it hadn't improved. The 'Japanese option' was no longer available. On demand offerings included a stodgy vegetable curry or noodles so I settled for a ham and cheese panini which did not meet my expectation of a business class lunch on a long haul flight. Service was friendly but after meal service crew disappeared though they did respond to passengers ordering drinks etc.  The return flight was just as bad. After 3 1/2 hours into a 10 hour overnight flight the cabin lights were still on because they hadn't finished the meal service. Lights then came on 2 hours before landing which is ridiculous when passengers are trying to sleep. Again, only one meal service with rare beef the western option. There was nothing available vaguely resembling breakfast food to choose before landing at 6.25am and when I asked, I was pointed to lasagna. Last orders anyway are 2 hours before landing so, again, only limited time to sleep. Cabin announcements were inaudible and there was no information from the cockpit. The cabin was kept hot throughout the flight. Boarding at Haneda was by bus and a shambles. There aren't enough buses and the flight was nearly an hour late taking off but no information provided or updates. This was our first time with JAL and it most certainly will be our last.",beef cooked so rare I couldn't eat it
Japan Airlines,"2 1/2 hours before departure of JAL flight to Hawaii we realized my wife left her purse on the bullet train. It contained passports as well as iPhone, credit cards, cash and drivers license. With great good fortune, the Shinkansen train staff located the purse and we retrieved it and caught the monorail to Haneda Airport, arriving about 10 inutes prior to fight departure. The gracious ladies at the JAL counter checked us in and guided us through passport control and then through the security line intended for airline flight crews. Then, one of the counter ladies walked us quickly directly to the gate, where we arrived several minutes prior to flight departure. We boarded the plane and began to breathe again. We will be forever grateful to the JAL staff for their help.",forever grateful to the JAL staff
Japan Airlines,"Check in through the app and baggage drop at the airport were easy. The lounge was comfortable with a reasonable spread of food and drink and great views of the runway. Boarding was well organised and the on-board service was friendly and efficient. The food (between us we had the Japanese and vegetarian options) was delicious. The seat was narrow and with limited storage options, but comfortable enough. The flight operated on time and baggage appeared quickly. A good experience.",food was delicious
Japan Airlines,"Very smooth flights, operated by J-Air. Online check-in and even check-in at the airport using the normal booking reference number were not available (these flights were booked using Qantas points). However, the counter staff at both locations were efficient and found the reservation quickly. The boarding by zones process worked well, and onboard service of drinks was friendly. The seat was a little narrow. The flights operated exactly on time and baggage was quick to appear. Compared to a recent JAL Business Class domestic flight, the service, beverage and check-in process were identical and it's hard to see why one would take JAL Business Class within Japan.",Very smooth flights
Japan Airlines,"Although the seats are comfortable and the service is efficient, this is a rather basic domestic Business Class product compared with domestic flights of similar length in other countries. Seating on the Boeing 737 is 3-2 across with old style seating. I was denied access to the domestic Business lounge because I was not a status frequent flyer member. Although this was a lunchtime flight scheduled at 2½ hrs there was no meal service, only a cup of tea. The flight operated on time and luggage was quick to appear. As often happens on JAL, the captain was silent throughout the flight.",basic domestic Business Class product
Japan Airlines,I was charged $200 for my surfboard. Rude customer service and no option to change to an exit row.  Overall a bad experience.,charged $200 for my surfboard
Japan Airlines,Bangkok to Tokyo-Narita. I have never seen this type of customer service and hospitality in any airline in my life. Thank you very much for your staff and friendly customer service. This is the best customer service I have ever received from an airline in my life .Throughout of the journey (6 hours and 20 minutes) I Have enjoyed the Smile of the staff. Superb !! Superb!,friendly customer service
Japan Airlines,"Japan Airlines no longer serve late night snack / porridge as compared to 10 years ago there are no meal options for you onboard unless you pre-book your meal online for dietary needs. Breakfast is decent from Tokyo - Singapore, serving sausage & macaroni 2 before landing. The seats are comfortable but I found lice in the pillow case. In-flight screen is very dated and menu is not user friendly. The service is deteriorated as compared to before.",no longer serve late night snack
Japan Airlines,"Overall pretty nice considering the reasonable price too. Staff and Sakura lounge great. Selection of drinks is very limited. So is the selection of movies/entertainment- terrible, almost non-existing. Wifi didn’t work. And is charged extra which is not great, especially since all domestic JAL flights have complimentary wifi. Cabin was clean though not very clean. The seat is very comfy when you sleep, however really far from the screen and when you eat it’s just somewhat awkward.",Overall pretty nice
Japan Airlines,"At Changi, despite still being 5 hours prior to departure, the ground staff team let me check in early, and I was glad that I did even though I had checked in online because the process took quite a long time due to this being a US-bound flight. Eventually, I was sent through the automated gates of passport control, and after some rest, I made it to the gate. Boarding was made on time, and strangely, neither I nor my other family members was allowed to accompany our travel party who needed wheelchair assistance, something that was not the case on the Haneda-Los Angeles leg. Having purchased this ticket through American Airlines, JAL and AA made a miscommunication that eventually led to me and my other family members being seated separately from each other on the Singapore-Haneda leg of the trip, but I believe that was a fluke because the seats on the Haneda-Los Angeles leg was set correctly. What I got on both legs were friendly cabin crew despite the agonizingly long duration of the flight, sumptuous meals, in-flight entertainment system with a great selection of contents and old-school but easy-to-use layout, wide legroom and seat width for economy class, friendly ground staff service on all airports, and adequately air-conditioned cabin and mood lighting. I arrived early at Haneda but arrived late in Los Angeles, and on the latter flight, the crews just couldn't stop apologizing for the delay, something seemingly textbook when it comes to Japanese culture but very appreciated. When one of my family member's IFE system stopped working, the flight attendant, as a gesture of apology, gave him another form of in-flight entertainment through the very stable in-flight wi-fi. Overall, I would surely try JAL again, and I have never said this before - but I learned a lot from this airline. I hope other airlines can also learn from JAL, too, because I can confidently say without a shadow of a doubt that both flights, SIN-HND and HND-LAX, are my all-time best so far. No wonder they're a 5-star airline and in the top 5 best airlines in the 2023 list.",both flights are my all-time best
Japan Airlines,"I sat at seat 1K next to the galley and the lack of service/attention I received on my flight from Narita to Frankfurt was astonishing. Outside of the main meal, I was ignored for almost the entire flight. I slept 6 hours after they served lunch (after takeoff) and I woke up to find that the cabin attendants had not picked up my trash (napkins/empty water bottle). You might think this is not to disturb me, but I left it on the mini counter that was on the outside of my suite. After I woke up and for the remainder of the flight, they never walked up to me willingly and asked me if I needed anything.  I had to use the flight attendant call button to ask for one of the meals you can order anytime on JAL. What astonished me is the cabin attendant pretended to forget to serve the meal to me.  The head cabin attendant came to apologize to me and I told her I still wanted the meal because I haven't had anything to eat since the lunch after takeoff. She should have already guessed that also, since 12-13 hours had elapsed at that point in time. She still did not serve me the meal though. I landed at my final destination extremely hungry, which is something that has never happened to me on any business class flight, especially long-haul ones!",did not serve me the meal
Japan Airlines,"Flew from Manila to Tokyo and JAL regional from Tokyo to Sapporo. The flight was quite pleasant and seamless from the the check in to the flight itself. Food is usually a chore on airlines but I really enjoy JALs offerings. I don't really have complaints for any part of the trip since they really make it seamless for you. I guess I would just like more international connectivity as their domestic flights already have wifi, I wish they could offer (even with a fee) wifi for international flights and perhaps keep it free for domestic.",flight was quite pleasant and seamless
Japan Airlines,It is always a pleasure to fly on Japan Airlines. The check in at Haneda International is always seamless with JAL. The 10 hour plane ride to Los Angeles was very nice. The stewardess was awesome and food was very good. JAL tends to be a little more expensive but it is always worth the money. I would always recommend to use JAL when traveling to Japan.,it is always worth the money
Japan Airlines,"I am more than disappointed in the overall quality and service on JAL. Our family has flown internationally many many times and have never experienced the terrible customer service that we did on this flight. Our initial route out from Chicago-Tokyo-Bangkok was in Business Class for all 4 of us. The food was absolutely terrible and the flight attendants were not the nicest. On our return trip we were split up with 2 of us being in economy. My daughter (4 yo) and I sat in economy and I actually cried because I was so upset with the entire staff. They refused to give my 4 year old and snacks or ice cream that they passed out to every person on the plane. Their excuse was that she ordered a special meal so she couldn’t get anything else. Well everyone else on that plane that ordered a special meal still got many snacks and ice cream. The “special “ meal was absolutely disgusting. I wouldn’t have given it to an animal. It was not distinguishable in any way and they gave her fish with cheese sauce as the “bland meal” along with raw onion and pepper salad. The flight attendants also didn’t serve her any drinks without me having to almost berate them. They said no one was allowed to switch seats and I couldn’t trade with my husband up in business either, yet the man sitting right next to me was given the bulk head seat alone with no one next to him after our flight took off. Every single flight attendant on the flight was the worst I’ve experienced in all my international travel. We will absolutely NEVER fly on JAL again.",more than disappointed
Japan Airlines,"It seems they are holding out for their new A350's before providing a proper service to business class passengers. Cabin crew were friendly and helpful. The seats were old and worn. Flight was delayed one hour due to an IFE technical problem. JAL don't communicate their meal service too well, so left waiting or wondering what the plan is and communication of baggage procedures in Tokyo is awful. This may be mainly a Japan customs procedure, but airlines should communicate properly. Unfortunately JAL did not do this.",seats were old and worn
Japan Airlines,No vegetarian options in the Sakura lounge. When requested we have run out of options. Booked Jain meal for parents. They only have request for one sector. Tokyo to Bangalore and not for SFO to Tokyo. The rule is book 24 hours in advance. Who would book only one sector? we book business class to get personalised attention and care. The seats are good and comfortable. I might still travel JAL for my own logistics reasons of timings etc but not because I felt good with the airline.,rule is book 24 hours in advance
Japan Airlines,"At Haneda Airport, I encountered terrible ground staff. They seemed reluctant to have passengers check in at the counter insisting customers use the kiosk to print their boarding passes and baggage tags. There were staff members present, but they seemed to be in a bad mood or too tired and didn't want to help passengers with issues they were facing. I always thought that Japan Airlines' service was full of enthusiasm and proactive in assisting customers, but that was not the case.",terrible ground staff
Japan Airlines,"I am very disappointed because the airline would not allow me to book seats until check in. Then my wife and I were assigned seats that were not together. We were unable to get anyone to even try to help. Customer service pushed us off to ticketing. We showed up at 5am for our 8am flight as they instructed, only to be told to ask at the gate. We went to the gate and asked and, without even looking in the system the gate agent just told us they would not change our seats. This was NOT the Customer service l that will make me want to fly this airline again! International premium trips are too expensive to be treated poorly. What's worse is a corporate culture that doesn't encourage problem solving/customer service. For example if they cared to try do you think they could've found 2 people in regular economy who would've liked premium economy seats? Not 1 employee thought of that. I won't fly with them again.",very disappointed
Japan Airlines,"Can never say enough good comments about Japan Airlines. Customer first culture is a winner. From check-in where personalised service starts, taking us to an alternate counter so we do not need to queue, boarding and inflight service. Always attentive, even during night flights. You always get the feeling you are valued.",get the feeling you are valued
Japan Airlines,"Absolutely fantastic trip. The crew put every possible effort to welcome me onboard and to accomodate every possible desire from extra snacks to champagne. Selection of food, presentation and attention are at absolutely highest possible level. Special thanks to the team of Taguchi, Takemura, Jarupoom, Oochi for hosting me aboard and to making this flight as easy as a breeze. Thank you again",Absolutely fantastic trip
Japan Airlines,"I recently had the pleasure of flying with Japan Airlines and I have to say that it was an outstanding experience from start to finish. I booked my ticket through Delhi Office. Here one employee made the process seamless and efficient. He went extra to help me book Airport Hotel in Tokyo as well as getting my frequent flyer points credit on timely manner. Upon arriving at the airport, I was greeted by friendly staff who made the check-in process a breeze. The airport lounge was comfortable and well-equipped, with plenty of amenities to keep me occupied while I waited for my flight. Once on board, the flight crew was professional and attentive. They made sure that all passengers were comfortable and provided excellent in-flight service. The plane itself was clean and well-maintained, with comfortable seats and plenty of legroom. I was also pleasantly surprised by the quality of the Indian food and drinks offered on the flight. I am vegetarian and food was exceptionally good. Overall, I would highly recommend Japan Airlines to anyone looking for a hassle-free and enjoyable flying experience. They truly go above and beyond to ensure that their passengers have a comfortable and enjoyable journey.",an outstanding experience
Japan Airlines,"JL68 on Dec 14, 2022 - Best flight of my 4 (SEA-HAN & SGN-SEA) to Vietnam. I agree with another review that JAL serves good food ex-Tokyo, but mediocre on other routes. Very satisfied with the excellent service and comfort on this trip, and I rate this carrier just as good as other 5* carrier that I have flown recently (Asiana, EVA & Singapore).",excellent service and comfort
Japan Airlines,"The food, cabin, entertainment, and fluency were all disappointing. Food: They raved so much about the food and even made a documentary to watch as part of their entertainment selection but my food from Indonesia to US and back were all very mushy, bland, and confusing. They are kind of fusion Japanese-western but failed to capture any of those elements. For my 14 hours flight, they only served one meal and one snack, both of which were not tasty at all. Cabin: The seats were spacious but the flight was so so so warm I started sweating 10 minutes into the flight. It felt very stuffy. Entertainment: They had very limited choices of movies. Fluency: For some reason they did so many announcements, especially about their food. This kept interrupting the entertainment system. What was worse, the English announcement was very difficult to understand so it felt like they disrupt your flight and entertainment to listen to undistinguished noises.",served one meal and one snack
Japan Airlines,"I was disappointed. On the positive side the service was excellent. My food was a big disappointment,  it wasn't great and the portions were small in fact it seemed like an economy meal. The wine was limited and not what I expect from business class. The seat was okay, even though it was a 2 x 2 configuration it was quite comfortable. although I didn't know about the thin seat mattress until after the flight. The entertainment system was also limited with very few recent releases and limited selection. The headphones were rubbish I don't even think they were noise cancelling.",food was a big disappointment
Japan Airlines,"Overall, the service from dropped luggage until arrival was beyond my expectation. Dropped luggage was smooth with assistance of ground staff. The boarding was smooth, very proper announcements as zone stated in boarding pass. The cabin staff was very friendly and was service was amazing. The seat was comfortable. IFE was good. The light meal was ok as this flight are short. Wifi are good even though it is free wifi.",was beyond my expectation
Japan Airlines,JAL provided a comfortable premium economy cabin. Their product is enhanced by business lounge access at LHR and Haneda. The flight attendants were very attentive. I did not use the Wi-Fi. The food was identical to economy but was functional. The only challenge was a not great selection of inflight entertainment in my view.,comfortable premium economy
Japan Airlines,"New York to Tokyo 11th October, we decided to use some points for a simple Premium Economy flight from New York to Tokyo with Japan Airlines. Easy, points used, flights booked all good… Until we arrived at JFK airport. 3 days earlier we had tried to catch the flight but due to Covid regulations we needed a PCR test, so the flight was postponed. We then paid the additional charge to Qantas. Japan Airlines then informed us on our arrival via their supervisor our tickets were fake and we were not confirmed on the flight. Earlier that morning we had double checked with Qantas. We showed our receipt of payment, answer no. I called Qantas customer service and they tell them to look at their screen. JAL Manager says its fake and walks away. At this point the manager is trying to avoid me, I say please speak to Qantas here is the phone. They say to tell you all you have to do is look at your screen. The manager looks at the screen and our tickets were there all along. No apology.",our tickets were there all along
Japan Airlines,"I would like to share my appreciation for your ticketing agent, Tomoko. I wish I had a better photo of her or it would have been better if I had a photo with her. Tomoko was the agent who attended to me in LAX, FRI 8/5 at around 1pm Pacific Time for the JL 061 flight to Manila, Philippines. She was most efficient and demonstrated outstanding customer service. She was very genuine in ensuring that I am able to get on that flight and get back home safely to my family.  I hope this message reaches you Tomoko! You are so excellent in what you do, helping JAL customers. Thank you again for being so awesome! I would also like to commend JAL’s inflight WI-FI. I had some work to complete and was able to do so with onboard internet. Thanks again for the great end to end service! I had a great flight back home!",I had a great flight back home
Japan Airlines,"I honestly wish I could say better things about this airline, I was very disappointed. I flew Japan airlines from India to the United States with a layover in Narita. The staff was very friendly and patient. Not sure where everything broke down but both my seat and vegetarian meal requests were ignored.  The issues began with online check-in: checked into my flight online and was told to pick up my boarding pass at the airport. 8 weeks prior I requested a vegetarian meal and window seat for both legs of my flight when I was booking. During check-in, I made sure to request a vegetarian meal again which did not make it onto my boarding pass. I noticed during check in that I was assigned an aisle and middle seat for the two legs (I’d booked a window seat). Tried to request a seat change at the gate at both airports but was (very nicely at Narita I want to stress) told “the flight is full and there’s nothing we can do”. And at both airports when I requested the vegetarian meal, again “there’s nothing we can do, they’ve already loaded the food onto the flight”. Not sure what happened but I’m extremely disappointed with Japan Airlines.",seat and vegetarian meal requests were ignored
Japan Airlines,My parents and I are on vacation to attend my brother's graduation in Canada. We are now required to look for alternatives on our own because JAL cancelled our flight to Malaysia a couple of days prior to our flight due to it being an overnight transit. They are not assisting with alternatives and the only compensation they offer is a refund which is not immediate or a flight 4 months from now. I was told it was my fault for purchasing a ticket with overnight stay.  And why is cancellation notice only given through calls and at the very last minute?,refund is not immediate
Japan Airlines,"My wife and I flied JAL economy class back from Japan to Thailand early this month. The check-in was very good, The staff were very nice and efficient. We have made prior window seat booking to sit together, however, we were informed that JAl change the type of plane from B77 to B787 which is smaller, So we were not assigned to sit together by the window. Instead they assigned us to sit together in the middle row of 2-4-2 which means that we had other passengers on both side which made us very uncomfortable throughout the flight. The service is good, the food is OK.",sit together in the middle row
Japan Airlines,My wife and I choose JAL business class night flight from Bangkok to Tokyo (Haneda Airport) because we expect to have good service and some good rest. Wr found the configuration business class seat of JAL Boeing 787 is quite unexpected. The seat configuration is 2-2-2 which make the seat not so large. We can not make flat bed but rather tilted bed which make us unable to sleep. Otherwise the service was good and the food was nice. We do hope that JAL may make some change regarding business seat.,service was good and the food was nice
